Last Name,First Name,Middle,Prefix/Suffix,Comments,Started Serving,Ended Serving,Elected,GA #,District,County,Party,Office,Position,Ref,Barcode
Crossley,Dudley,,,,1951,1952,,116,2,KC,,State Senator,,,0
Crow,,,,,1798,,,,,,,State Representative,,,
Crow,John,,,,1815,1816,,,,NC,,State Representative,,,
Crow,John,,,,1819,1821,,,,NC,,State Representative,,,
Crow,John,,,,1820,1821,,,,NC,,State Representative,,,0
Crow,John,,Esq.,,1824,1825,,,,NC,,State Representative,,,
Cubbage,Luther,F.,,,1906,1907,,,10,KC,,State Representative,,,
Cubbage,Luther,F.,,,1907,1908,,,10,KC,,State Representative,,,
Cubbage,Samuel,T.,Dr,,1913,1913,,,,,,Chief Clerk of the House,,,0
Cubbage,James,F.,,,1915,1916,,95,6,KC,D,State Representative,,,
Cubbage,William,O.,,,1927,1928,,101,6,KC,D,State Representative,,,
Cubbage,William,O.,,,1949,1950,,115,4,KC,D,State Senator,,,
Cubbage,William,O.,,,1951,1952,,116,4,KC,,State Senator,,,0
Cullen,Charles,,,,1812,1817,,,,SC,,State Representative,,,
Cullen,Charles,M.,,,1819,1820,,,,SC,,State Representative,,,
Cullen,Charles,M.,,,1822,1823,,,,SC,,State Representative,,,
Cullen,Charles,M.,Esq.,,1824,1824,,,,SC,,State Senator,,,
Cullen,Charles,M.,Esq.,,1825,1826,,,,SC,,State Senator,,,0
Cullen,Charles,M.,Esq.,,1826,1826,,,,SC,,State Senator,,,0
Cullen,Elisha,D.,,,1854,1856,,,,,,,,,
Cullen,Elisha,,,,1854,1856,,,,,,US Representative,,Conrad p. 261,0
Cullen,John,W.,Esq.,,1855,1856,,,,KC,,State Representative,,,
Culver,Samuel,N.,,,1917,1918,,96,5,SC,D,State Representative,,,
Culver,Samuel,N.,,,1923,1924,,99,5,SC,D,State Representative,Speaker,,
Cummins,George,,,,1796,1796,,,,KC,,State Representative,,,
Cummins,George,,,,1796,1796,,,,KC,,State Senator,,,0
Cummins,George,,,,1797,1797,,,,,,State Senator,,,0
Cummins,,,,,1798,1801,,,,,,State Representative,,,
Cummins,George,,,,1798,1798,,,,KC,,State Senator,,,0
Cummins,George,,,,1799,1799,,,,KC,,State Senator,,,0
Cummins,George,,,,1801,1801,,,,KC,,State Representative,,,
Cummins,George,,,,1802,1802,,,,KC,,State Senator,,,
Cummins,George,,,,1803,1803,,,,,,State Senator,,,0
Cummins,,,,,1804,1804,,,,,,State Senator,,,0
Cummins,George,,,,1806,1806,,,,KC,,State Senator,Speaker,,
Cummins,,,,,1807,1807,,,,,,State Senator,,,0
Cummins,George,,,,1808,1808,,,,KC,,State Senator,,,0
Cummins,,,,,1809,1809,,,,,,State Representative,,,
Cummins,George,,,,1810,1810,,,,KC,,State Senator,,,0
Cummins,George,,,,1811,1811,,,,KC,,State Senator,,,0
Cummins,George,,,,1812,1812,,,,KC,,State Senator,,,0
Cummins,George,,,,1813,1813,,,,KC,,State Senator,,,0
Cummins,George,,,,1814,1814,,,,KC,,State Senator,,,0
Cummins,George,,,,1815,1815,,,,KC,,State Senator,,,0
Cummins,John,,,,1816,1821,,,,KC,,State Representative,,,
Cummins,George,,,,1816,1816,,,,,,State Senator,,,0
Cummins,George,,,,1817,1817,,,,,,State Senator,,,0
Cummins,George,,,,1818,1818,,,,KC,,State Senator,,,0
Cummins,George,,Esq.,,1819,1819,,,,KC,,State Senator,,,0
Cummins,John,,,,1820,1820,,,,KC,,State Representative,Speaker,,
Cummins,George,,,,1820,1820,,,,,,State Senator,,,0
Cummins,George,,,,1821,1821,,,,,,State Senator,,,0
Cummins,George,,,,1822,1822,,,,KC,,State Senator,,,0
Cummins,John,,Esq.,Replaced Willard Hall who resigned 1824,1824,1824,,,,KC,,State Senator,,,
Cummins,George,W.,,,1857,1858,,,,KC,,State Representative,,,
Cummins,William,F.,,,1913,1914,,,2,KC,,State Representative,,,
Cummins,William,F.,,,1931,1932,,103,2,KC,D,State Representative,,,
Curren,John,E.,,,1889,1891,,,2,NC,,Wilmington City Council,,RG5100 Box 1,131598
Currey,Daniel,,,,1853,1854,,,,KC,,State Senator,Speaker 1855,,
Currey,Daniel,,,,1855,1855,,,,KC,,State Senator,Speaker 1855,,0
Curry,Thomas,R.,,,1927,1928,,101,2,SC,R,State Representative,,,
Curtis,Solomon,M.,Esq.,,1863,1864,,,,NC,,State Representative,,,
Curtis,Charles,M.,,,1909,,,,,,,Chancellor,,,
Curtis,Alexander,R.,,,1925,1926,,100,6,KC,R,State Representative,,,
Czerwinski,Joseph,S.,,,1985,1992,,,6,NC,,Wilmington City Council,,RG5100 Box 1,131598
Dailey,J. (Joseph),Seward,,,1915,1916,,95,4,KC,D,State Representative,,,
Daisey,Ferdinand,S.,,,1915,1916,,95,7,SC,R,State Representative,,,
Dale,Richard,C.,,,1798,1799,,,,NC,,State Representative,,,
Dale,John,,Esq.,,1841,1842,,,,NC,,State Representative,,,
Daly,Alexander,M.,,,1895,1896,,,,KC,,State Representative,,,
Daly,Edward,C.,,,1917,1918,,96,4,KC,D,State Representative,,,
Danberg,Carl,C,,Interim Appointment,2005,,,,,,,Attorney General,,,0
Danberg,Carl,C,,,2013,,,,,,,"Judge, Court of Common Pleas",,,0
Daniels,George,Lester,,1936 Special Session,1936,1936,,105,14,NC,D,State Representative,,,0
Daniels,George,Lester,,,1937,1938,,106,14,NC,D,State Representative,,,0
Dannenberg,Maxwell,T.,,,1891,1895,,,6,NC,,Wilmington City Council,,RG5100 Box 1,131598
Danzenbaker,Wm.,H.,,,1919,1920,,97,6,NC,,State Representative,,,
Dasey,Robert,W.,,,1887,1888,,,,SC,,State Representative,,,
Dasey,Robert,N.,Esq.,,1893,1894,,,,SC,,State Representative,,,
David,James,H.,,,1911,1912,,,7,NC,D,State Senator,,,
David,James,H.,,,1913,1914,,,7,NC,,State Senator,,,0
David,Elmer,,,,1927,1928,,101,7,NC,D,State Senator,,,
David,Elmer,,,,1929,1930,,102,7,NC,,State Senator,,,0
David,Wilson,A.,,,1947,1948,,114,7,NC,D,State Senator,,,
David,Wilson,A.,,,1949,1950,,115,7,NC,,State Senator,,,0
Davidson,R.,C.,,,1959,1960,,120,12,NC,D,State Representative,,,
Davidson,Robert,C.,,,1961,1962,,121,12,NC,D,State Representative,,,
Davis,Thomas,,,,,,,,,,,,,,
Davis,Jehu,,,,1789,,,,,,W,President,,,
Davis,Isaac,,,,1792,1793,,,,KC,,State Representative,Speaker,,
Davis,Isaac,,,,1792,1792,,,,KC,,State Representative,,,
Davis,Isaac,,,Replaced Vining 1794,1794,1794,,,,KC,,State Senator,,,
Davis,Isaac,,,,1795,1795,,,,KC,,State Senator,,,0
Davis,Isaac,,,,1796,1796,,,,KC,,State Senator,,,0
Davis,Isaac,,,,1797,1797,,,,KC,,State Senator,,,0
Davis,Isaac,,,,1798,1798,,,,KC,,State Senator,Speaker 1798 and 1799,,
Davis,Isaac,,,,1799,1799,,,,KC,,State Senator,Speaker,,0
Davis,Isaac,,,,1800,,,,,,,Kent County Register,,,
Davis,Thomas,,Esq.,,1828,1832,,,,SC,,State Representative,,,
Davis,Thomas,,Esq.,,1833,1834,,,,SC,,State Representative,,,
Davis,Thomas,,Esq.,,1835,1836,,,,SC,,State Representative,,,
Davis,Thomas,,Esq.,,1837,1838,,,,SC,,State Representative,,,
Davis,Thomas,,Esq.,,1861,1862,,,,KC,,State Representative,,,
Davis,Robert,H.,Esq.,,1867,1868,,,,SC,,State Representative,,,
Davis,Robert,H.,,,1867,1871,,,,,,Treasurer,,,
Davis,George,M.,Esq.,,1873,1874,,,,SC,,State Representative,,,
Davis,Henry,,,Conrad says 1874,1875,1876,,,,NC,,State Senator,,"Journal, Conrad p. 265",
Davis,John,,,,1876,1878,,,9,NC,,Wilmington City Council,,RG5100 Box 1,131598
Davis,Henry,,,,1877,1878,,,,NC,,State Senator,,,0
Davis,Benjamin,F.,,,1888,1890,,,8,NC,,Wilmington City Council,,RG5100 Box 1,131598
Davis,Robert,A.,,,1889,1890,,,,KC,,State Representative,,,
Davis,William,E.,,,1889,1890,,,,KC,,State Representative,,,
Davis,William,R.,,,1895,1899,,,,KC,,State Representative,,,
Davis,Mark,L.,,,1899,1900,,,1,SC,,State Representative,,,
Davis,Frank,W.,,,1904,1905,,,10,KC,,State Representative,,,
Davis,Frank,W.,,,1906,1907,,,10,KC,,State Representative,,,
Davis,Joseph,G.,,,1911,1912,,,1,SC,,State Representative,,,
Davis,Joseph,G.,,,1915,1916,,95,1,SC,R,State Representative,,,
Davis,Frank,Hall,,,1921,1922,,98,5,KC,R,State Representative,,,
Davis,B.,F.,,,1921,1922,,98,10,KC,D,State Representative,,,
Davis,Henry,L.,,,1923,1924,,99,13,NC,D,State Representative,,,
Davis,Ora,W.,,,1927,1928,,101,10,KC,D,State Representative,,,
Davis,Roger,A.,,,1931,1932,,103,4,KC,R,State Representative,,,
Davis,George,H.,,,1931,1932,,103,10,KC,D,State Representative,,,
Davis,W.,Mailly,,1933 Special Session,1933,1934,,104,6,NC,R,State Senator,,,
Davis,James,L.,,,1935,1936,,105,5,KC,R,State Senator,,,
Davis,W.,Mailly,,,1935,1936,,105,6,NC,,State Senator,,,0
Davis,James,L.,,,1937,1938,,106,5,KC,,State Senator,,,0
Davis,James,,,,1937,1938,,106,5,KC,,State Senator,,,0
Davis,Vera,G.,,Mrs. Frank Hall Davis,1947,1948,,116,3,KC,R,State Senator,President Pro-tem 1949-1950,,
Davis,Vera,G.,,Mrs. Frank Hall Davis,1949,1950,,115,3,KC,,State Senator,President Pro-tem 1949-1950,,0
Davis,Roger,A.,,,1953,1954,,117,4,KC,R,State Representative,,,
Davis,Carlton,,,,1953,1954,,117,3,KC,D,State Representative,,,
Davis,Vera,G.,,Mrs. Frank Hall Davis,1953,1954,,117,5,KC,R,State Representative,,,0
Davis,Edward,G.,,,1987,,,,,,,Sussex County Justice of the Peace,,,
Dawes,Arthur,F.,,,1923,1924,,99,2,KC,D,State Representative,,,
Day,Joseph,,Esq.,,1819,1820,,,,NC,,State Representative,,,
Day,Joseph,W.,Esq.,,1826,1826,,,,NC,,State Representative,,,
Day,Matthias,,,,1828,1829,,,,KC,,State Representative,,,
Day,William,,,,1845,1846,,,,NC,,State Representative,,,
Day,William,M.,,,1847,1848,,,,NC,,State Representative,,,
Day,John,,Esq.,,1853,1854,,,,SC,,State Representative,,,
Day,Joseph,W.,,Term was to expire 1867,1861,1865,,,5,NC,,Wilmington City Council,,RG5100 Box 1,131598
Day,Charles,H. B.,,,1877,1877,,,,,,Chief Clerk of the House,,,0
Day,Thomas,J.,Esq.,,1891,1892,,,,NC,,State Representative,,,
Day,Harry,,Esq.,,1893,1894,,,,NC,,State Representative,,,
Dayett,John,W.,,,1901,1902,,,11,NC,,State Representative,,,
Dayton,Doris,L.,,,1983,1984,,,,,,Chief Clerk of the House,,,0
de Valinger,Leon,,,,1941,1970,,,,,,State Archivist,,,
Deakyne,Thomas,,,,1828,1828,,,,NC,,State Senator,,"Journal, Conrad p. 265",
Deakyne,Thomas,,,,1829,1829,,,,NC,,State Senator,,,0
Deakyne,Thomas,,,,1830,1830,,,,NC,,State Senator,,,0
Deakyne,Thomas,,Esq.,,1835,1838,,,,NC,,State Representative,,,
Deakyne,Baymon,,,,1857,1858,,,,NC,,State Representative,,,
Deakyne,Eugene,,,,1929,1930,,102,15,NC,,State Representative,,,
Deakyne,Howard,C.,,Special Session December,1951,1952,,116,15,NC,D,State Representative,,,
Dean,William,,,,1879,1880,,,,NC,,State Representative,,,
Dean,William,D.,,,1919,1920,,97,9,NC,,State Representative,,,
Deighton,William,T.,,,1901,1901,,,,,,Chief Clerk of the House,,,0
Delaplain,James,,Esq.,,1828,1829,,,,NC,,State Representative,,,
Delaplaine,James,,Esq.,,1853,1854,,,,NC,,State Representative,,,
Dempsey,Charles,G.,Esq.,,1897,1898,,,,NC,,State Representative,,,
Dempsey,Charles,G.,,,1909,1911,,,1,NC,,Wilmington City Council,,RG5100 Box 1,131598
Denney,Thomas,H.,,,1869,1870,,,,KC,,State Senator,,,
Denney,Thomas,H.,,,1871,1872,,,,KC,,State Senator,,,0
Denney,J.,Frank,,,1877,1878,,,,KC,,State Senator,,,
Denney,J.,Frank,,,1879,1880,,,,KC,,State Senator,,,0
Denney,Thomas,H.,,,1883,1884,,,,KC,,State Representative,Speaker,,
Denney,William,D.,,,1906,1907,,,2,KC,,State Representative,Speaker,,
Denney,William,D.,,,1921,1925,,,,KC,R,Governor,,,
Dennison,John,W.,,,1899,1900,,,8,NC,,State Representative,,,
Denny,William,,,,1810,1812,,,,KC,,State Representative,Speaker,,
Denny,Alfred,,,,1880,1886,,,11,NC,,Wilmington City Council,,RG5100 Box 1,131598
Denny,William,,,,1904,1905,,,2,KC,,State Representative,Speaker,,
Deputy,John,L.,,,1925,1926,,100,11,NC,R,State Representative,,,
Deputy,Willard,F.,,,1927,1928,,101,3,SC,D,State Senator,,,
Deputy,Harry,M.,,,1927,1928,,101,1,SC,D,State Senator,,,
Deputy,Harry,M.,,,1929,1930,,102,1,SC,,State Senator,,,0
Deputy,Willard,F.,,,1929,1930,,102,3,SC,,State Senator,,,0
Deputy,Earl,,,,1955,1956,,118,13,NC,D,State Representative,,,
Derrickson,Jacob,,,,1837,1838,,,,NC,,Wilmington City Council,,RG5100 Box 1,131598
Derrickson,Aquilla,,,,1851,1852,,,,NC,,State Representative,,,
Derrickson,Aquilla,,Esq.,,1871,1872,,,,NC,,State Representative,,,
Derrickson,Samuel,C.,,,1903,1904,,,15,NC,,State Representative,,,
Derrickson,Harvey,O.,,,1913,1914,,,7,SC,,State Representative,,,
Derrickson,George,H.,,Name could also be Robert H.,1925,1926,,100,1,SC,R,State Representative,,,
Derrickson,Harvey,O.,,,1929,1930,,102,7,SC,,State Representative,,,
Derrickson,Robert,A.,,1936 Special Session,1936,1936,,105,15,NC,,State Representative,,,0
Derrickson,Robert,A.,,,1937,1938,,106,15,NC,,State Representative,,,0
Derrickson,Robert,A.,,Extra Ordinary Session 1938,1938,1938,,107,7,NC,D,State Senator,,,
Derrickson,Robert,,,,1939,1940,,107,7,NC,,State Senator,,,0
Derrickson,J.,Horace,,,1939,1940,,107,,,,State Senator,:res Pro-tem,,0
Derrickson,Robert,,,,1941,1942,,108,7,NC,,State Senator,,,0
Desmond,Joseph,F.,,,1986,,,,,,,New Castle County Justice of the Peace,,,
DeStefano,Alexander,,,replaces James Broomall,,1958,,,,NC,R,Election Commissioner,,,0
DeVries,David,Peterson,,,1632,1633,,,,,,Dutch Rule Governor,,Conrad p. 255,0
D'Hinoyossa,Alexander,,,,1659,1664,,,,,,Dutch Rule Governor,,Conrad p. 256,0
Dick,George,H.,,,1905,,,,,,,Auditor,,Conrad p. 260,0
Dick,George,H.,,,1905,1907,,,,,,State Auditor,,,
Dickerson,Howard,N. or H.,,,1925,1926,,100,5,SC,D,State Representative,,,
Dickerson,James,B.,,,1927,1928,,101,7,SC,D,State Representative,,,
Dickerson,Howard,H.,,,1947,1948,,114,3,SC,D,State Senator,,,
Dickerson,Howard,H.,,,1949,1950,,115,3,SC,,State Senator,,,0
Dickerson,Howard,,,,1955,1957,,,,,,Treasurer,,,
Dickey,John,T.,,,1897,1898,,,,NC,,State Representative,,,
Dickey,Benjamin,L.,,,1915,1916,,95,8,NC,R,State Representative,,,
Dickinson,John,,,,1781,1782,,,,KC,W,President,,,
Dickinson,James,L.,,Special Session December,1951,1952,,116,14,NC,D,State Representative,,,
Dickinson,James,L.,,,1953,1954,,117,14,NC,D,State Representative,,,0
Dickson,George,B.,,,1854,1855,,,,,,State Auditor,,Conrad p. 260,
Dill,Robert,,,,1812,1813,,,,KC,,State Representative,,,
Dill,Edward,,,,1921,1922,,98,8,KC,D,State Representative,,,
Dill,Harry,J.,,,1935,1935,,105,6,KC,,State Representative,,,0
Dill,George,J,,Commissioner of Elections results,1979,1981,,,,,,,,,0
Dill,George,J,,Commissioner of Elections results,1983,1985,,,,,,,,,0
Dillin,Isaac,,,,1886,1890,,,4,NC,,Wilmington City Council,,RG5100 Box 1,131598
Dillion,Clarence,M,,,1913,1915,,,,NC,,City Clerk; Wilmington,,RG5100 Box 1,131598
Dillion,Clarence,M,,,1913,1915,,,,NC,,Clerk; Wilmington City Council,,RG5100 Box 1,131598
Dillon,Patrick,,,,1870,1872,,,1,NC,,Wilmington City Council,,RG5100 Box 1,131598
Dilworth,John,D.,Esq.,,1832,1834,,,,NC,,State Representative,,"Journal, Conrad p. 265",
Dilworth,John,D.,Esq.,,1835,1835,,,,NC,,State Senator,,,
Dilworth,John,D.,Esq.,Extra Session,1836,1836,,,,NC,,State Senator,,,0
Dilworth,John,D.,Esq.,,1837,1837,,,,NC,,State Senator,,,0
Dilworth,John,D.,Esq.,,1839,1840,,,,NC,,State Representative,,,
Dineen,Russell,D. F.,,,1959,1960,,120,2,NC,D,State Representative,,,
Dineen,Russell,D. F.,,,1961,1962,,121,2,NC,D,State Representative,,,
Dingle,Edward,,,,1804,1808,,,,SC,,State Representative,,,
Dingle,Edward,,Esq.,,1819,1819,,,,SC,,State Senator,,,0
Dingle,Edward,,,,1820,1820,,,,SC,,State Senator,,,
Dingle,Edward,,,,1821,1821,,,,SC,,State Senator,,,0
Dingle,Rodney,,Jr.,,1920,,,,,SC,,State Senator,,,
DiPinto,Joseph,G.,,Resigned 1986; replaced by Beth O'Donnell   99th Session,1973,1986,,,8,NC,,Wilmington City Council,,RG5100 Box 1,131598
Dirickson,John,,,,1819,1820,,,,SC,,State Representative,,,
DiStefano,Alexander,A.,,,1969,1972,,,6,NC,,Wilmington City Council,,RG5100 Box 1,131598
Dixon,Jesher,H.,Esq.,,1853,1854,,,,NC,,State Representative,,,
Dobson,John,S.,,,1911,1911,,,,,,Chief Clerk of the House,,,0
Dodd,Purnell,Norman,,1936 Special Session,1936,1936,,105,10,SC,,State Representative,,,0
Dodd,Purnell,Norman,,,1937,1938,,106,10,SC,,State Representative,,,0
Doherty,Simon,P.,,Found in Journal 1899,1899,,,,,,,Secretary of State,,,
Dolby,J.,Fred,,,1951,1952,,116,7,NC,D,State Senator,,,
Dolby,J.,Fred,,,1953,1954,,117,7,NC,,State Senator,,,0
Donahoe,John,P.,,,1889,1890,,,,NC,,State Senator,,,
Donahoe,John,P.,,,1891,1892,,,,NC,,State Senator,Speaker,,
Donahoe,John,P.,,,1899,1900,,,4,NC,,State Representative,,,
Donaldson,David,K.,Esq.,,1897,1898,,,,NC,,State Representative,,,
Donaway,James,S.,,,1907,1908,,,6,SC,,State Representative,,,
Donaway,Robert,,,"State Manuels, & Comm of Elections Results",1973,1975,,,,,,,,,0
Donoho,Waller,,,,1909,1910,,,3,SC,,State Representative,,,
Donohoe,Bernard,J.,,,1893,1895,,,2,NC,,Wilmington City Council,,RG5100 Box 1,131598
Donohue,Paul,G.,,,1949,1953,,,12,NC,,Wilmington City Council,,RG5100 Box 1,131598
Donovan,George,R.,,,1889,1900,,,15,NC,,State Representative,,,
Donovan,Walter,E.,,,1915,1916,,95,15,NC,D,State Representative,,,
Donovan,Walter,E.,,,1931,1932,,103,15,NC,D,State Representative,,,
Donovan,Clifford,J.,,,1949,1950,,115,1,SC,R,State Representative,,,
Donovan,Leon,E.,,,1953,1954,,117,9,KC,D,State Representative,,,
Donovan,Leon,E.,,,1955,1956,,118,9,KC,D,State Representative,,,
Donovan,Leon,E.,,,1961,1962,,121,4,KC,D,State Senator,,,
Donovan,Janice,A.,,,1980,1981,,,,,,Chief Clerk of the House,,,0
Doran,John,,,,1879,1880,,,,NC,,State Representative,,,
Dorey,William,B.,,,1941,1942,,108,8,SC,R,State Representative,,,
Dorman,John,B.,,,1887,1889,,,,SC,,State Senator,,,
Dorman,John,B.,,,1889,1890,,,,SC,,State Senator,,,0
Douglass,James,,,,1795,1795,,,,KC,,State Representative,,,
Douglass,Henry,C.,Esq.,,1865,1866,,,,KC,,State Representative,,,
Douglass,Henry,C.,,,1883,1885,,,,,,Insurance Commissioner,,,
Downham,McKendree,,,,1889,1890,,,,SC,,State Representative,,,
Downing,Henry,W.,,,1874,1877,,,8,NC,,Wilmington City Council,,RG5100 Box 1,131598
Downs,Norman,C.,,,1909,1913,,,8,NC,,Wilmington City Council,,RG5100 Box 1,131598
Downs,Frederick,,,,1929,1930,,102,6,NC,R,State Senator,,,
Downs,Frederick,,,,1930,1931,,103,6,NC,,State Senator,,,0
Downs,Frederick,,,,1931,1932,,103,6,NC,,State Senator,,,0
Downs,Robert,N.,III,,1961,1962,,121,7,NC,R,State Representative,,,0
Downward,Henry,C.,,,1915,1916,,95,3,NC,R,State Representative,,,
Downward,Henry,C.,,,1915,1917,,,,NC,,Wilmington City Council,President 1915-1917,RG5100 Box 1,131598
Downward,Henry,C.,,,1917,1918,,96,3,NC,R,State Representative,,,
Downward,Henry,C.,,,1925,1926,,100,3,NC,R,State Representative,Speaker,,
Draper,Charles,,,,1800,1800,,,,SC,,State Senator,,,
Draper,Charles,,,,1801,1801,,,,,,State Senator,,,0
Draper,,,,,1802,1802,,,,,,State Senator,,,0
Draper,Charles,,,,1803,1803,,,,,,State Senator,,,0
Draper,,,,,1804,1804,,,,,,State Senator,,,0
Draper,Charles,,,,1806,1806,,,,SC,,State Senator,,,0
Draper,Charles,,,,1807,1807,,,,SC,,State Senator,,,0
Draper,Charles,,,,1808,1808,,,,SC,,State Senator,,,0
Draper,Charles,,,,1809,1809,,,,SC,,State Senator,,,0
Draper,Thomas,,Esq.,,1855,1856,,,,KC,,State Representative,,,
Draper,Lemuel,P,,,1857,1858,,,1,NC,,Wilmington City Council,,RG5100 Box 1,131598
Draper,Oscar,C.,,,1913,1917,,,5,NC,,Wilmington City Council,,RG5100 Box 1,131598
Draper,Norman,A.,,,1939,1940,,107,2,SC,R,State Representative,,,
Drexler,Louis,A.,,,1909,1910,,,,SC,,State Senator,,,
Drexler,Louis,A.,,,1911,1912,,,,SC,,State Senator,,,0
Drexler,Louis,A.,,,1925,1926,,100,7,SC,R,State Representative,,,
Driver,Joshua,,,,1850,1851,,,,,,Mayor of Wilmington,,,
Driver,Joshua,,,,1850,1851,,,,NC,,Mayor; Wilmington,,RG5100 Box 1,131598
du Pont,Pierre,"D., IV",,,1977,1985,,,,NC,R,Governor,,,
Duffy,William,M.,,,1923,1927,,,10,NC,,Wilmington City Council,,RG5100 Box 1,131598
Duffy,William,,Jr.,,1966,,,,,,,Chancellor,,,
Dugan,Leo,J.,,1932 Special Session,1932,1932,,103,1,NC,R,State Representative,,,
Dugan,Leo,J.,,1934 Special Session,1934,1934,,104,1,NC,R,State Representative,,,
Dugan,Leo,J.,,,1935,1935,,105,1,NC,R,State Representative,,,
Dugan,Leo,J.,,,1941,1957,,,2,NC,,Wilmington City Council,,RG5100 Box 1,131598
Dukes,Thomas,,,,1883,1884,,,,SC,,State Representative,,,
Dukes,Elisha,C.,Esq.,,1897,1898,,,,SC,,State Representative,,,
Dukes,Elisha,C.,,,1961,1969,,,,,,Secretary of State,,,
Dulaney,John,P.,,,1891,1895,,,,,,State Auditor,,"Journal, Conrad p. 260",
Duncan,John,A.,,,1838,1841,,,,NC,,Wilmington City Council,,RG5100 Box 1,131598
Duncan,John,A.,Esq.,,1863,1866,,,,NC,,State Representative,,,
Duncan,John,A.,,,1864,1867,,,4,NC,,Wilmington City Council,,RG5100 Box 1,131598
Duncan,S.B.,Irwin,,,1927,1928,,101,10,NC,D,State Representative,,,
Dunlap,Francis,D.,,,1857,1858,,,,NC,,State Representative,,,
Dunn,Thomas,,,,1767,,,,,NC,,State Representative,,,
Dunn,Francis,M,,"History of Delaware 16091888, by T Scharf",1878,1880,,,,,,,,,0
Dunn,Francis,M.,,,1891,1891,,,,,,Chief Clerk of the House,,,0
Dunn,Alfred,C,,Scharf’s and  History of DE by H Conrad,1893,1894,,,,,,,,,0
Dunning,William,,Esq.,,1828,1829,,,,SC,,State Representative,,,
DuPont,Victor,,,,1815,1817,,,,NC,,State Representative,,,
Dupont,Victor,,,"Conrad says 1819, Short Session, November 1820",1820,1820,,,,NC,,State Senator,,"Journal, Conrad p. 264",
Dupont,Victor,,,,1821,1823,,,,NC,,State Senator,,,0
Dupont,Victor,,,,1822,1822,,,,NC,,State Senator,,,0
DuPont,Victor,,,,1823,1823,,,,NC,,State Senator,,,
duPont,Charles,I.,,Conrad says 1840,1843,1843,,,,NC,,State Senator,,"Journal, Conrad p. 265",
duPont,Charles,I.,,Conrad says 1852,1853,1854,,,,NC,,State Senator,,"Journal, Conrad p. 265",
duPont,Charles,I.,,,1855,1855,,,,NC,,State Senator,,"Journal, Conrad p. 265",0
duPont,Henry,A.,,,1906,1912,,,,,,US Senator,,"Journal, Conrad p. 261",
duPont,T.,Coleman,,,1921,1922,,,,,,,,,
duPont,T.,Coleman,,,1925,1928,,,,,,,,,
duPont,Alexis,I.,,,1949,1950,,115,,,,State Senator,President both terms,,
duPont,Alexis,I.,,,1951,1952,,116,,,,State Senator,President both terms,,0
duPont,Reynolds,,,,1959,1960,,120,3,NC,R,State Senator,,,
duPont,Reynolds,,,,1961,1962,,121,3,NC,,State Senator,,,0
duPont,Pierre,S.,,,1970,1976,,,,,,,,,
Durnall,George,Irvin,,,1935,1935,,105,9,NC,R,State Representative,,,0
DuRoss,Daniel,P.,,,1909,1911,,,6,NC,,Wilmington City Council,,RG5100 Box 1,131598
Dutton,James,E.,,,1909,1910,,,,SC,,State Senator,,,
Dutton,James,E.,,,1911,1912,,,,SC,,State Senator,,,0
Dyer,William,,Esq.,,1865,1866,,,,KC,,State Representative,,,
Easom,William,A.,,1944 Special Session,1943,1944,,109,5,SC,D,State Representative,,,
Eastburn,David,,,,1881,1882,,,,NC,,State Representative,,,
