Input Order,Gen Reference,Title,Description,Dates,Folder,Keywords,Notes
461,359,Appoquinimink; A Delaware Frontier Village,"Report by Louise Heite ""Appoquinimink:  A Delaware Frontier Village""",1972,,"Appoquinimink, Louise Heite",
462,360,Kent County History and Development,Pamphlet,1983,,Kent County History,
463,361,"Ferris, Ziba",Joseph Bringhurst's administration of the estate of Ziba Ferris,1803-1807,,"Ziba Ferris, Joseph Bringhurst",
464,362,Penn's Landing at New Castle,Commemoration speech by Senator Roger A. Martin for the 300th Anniversary of the Landing of William Penn at New Castle,1982,,"William Penn, Landing, New Castle, Roger Martin",
465,363,Bank of Delaware,List of stockholders of the Bank of Delaware,1802,,"Bank of Delaware, Finance",
466,364,Cherry Island Marsh Company,Cherry Island Marsh Company Book of Taxes,1845-1850,,Cherry Island Marsh Company,
467,365,Kenton Temperance Society 1834,Minute book of the Kenton Temperance Society,1834-1841,,Kenton Temperance Society,
468,366,History of Delaware City,"""History of Delaware City"" by Mary A. Vail",,,"Delaware City, Mary Vail",
469,367,Delaware State Temperance Society 1833,"""Proceedings of the Convention of the Delaware State Temperance Society""",1833,,Delaware State Temperance Society,
470,368,Shader's Counting Rooms - Wilmington,Shader's Counting Rooms - Wilmington,1864,,Shader's Counting Rooms,
472,370,Wilmington Coal Gas Company,"Gas bill, 1854 illustration","1854, 1863",,Wilmington Coal Gas Company,
473,371,Milton,Newspaper clippings and pamphlets,,,Milton,
474,372,Temperance,"Temperance Society offering envelope.  Twenty-First Annual Convention program, 1900.  Membership certificate for Alice Ellingsworth, 1914.","1900, 1914, n.d.",,"Temperance, WCTU",
475,373,Delaware Forest Statistics,Delaware Forest Statistics,,,"Forest, Deforestation, development",
476,374,Jews in Delaware,"Miscellaneous, includes ""Jewish Delaware, History, Sites, Communal Service 1655-1976""",,,"Jews, Jewish History, Religion, Agriculture",
497,386,Election Returns/Original Ballots,"Original ballots, returns and news clippings",1870-1892,1c.1,Elections,Some results printed innewspapers
498,386,Elections - A Statistical History of Delaware from 1788-1824,Elections - A Statistical History of Delaware from 1788-1824,1788-1824,6,Elections,
499,387,E.I. DuPont de Nemours and Company,"Press releases, pamphlets, newspapers, stockholder reports",,1,"E.I. duPont de Nemours and Company, Industry",
500,388,Kent County Jail,Contents of a time capsule found in the old Kent County Jail,1871,,"Kent County Jail, Time Capsule, Henry Todd",
501,389,George Read II House,"""The George Read II House:  Notes on Its History and Restoration"" by Charles T. Lyle",,,"Charles Lyle, George Read",
502,390,Fire Insurance Maps - Sanborn,Order forms,,,"Fire Insurance Maps, Sanborn",
503,391,Declaration of Independence,"""The Declaration of Independence, Four 1776 Versions""",,,Declaration of Independence,
504,392,Recalling Yesteryears at the Ross Mansion,"""Recalling Yesteryears at the Ross Mansion"" by Elizabeth Robinson West",,,"Ross Mansion, Seaford Historical Society",
505,393,"Woodlawn, History of/Thomas England House","Deeds of property, history",,,"Woodlawn, Thomas England House, Smyrna",
506,394,Civil Division - Representative Districts (DE),Civil Division - Representative Districts (DE),1960,,"Population, Demographics, Representative Districts",
507,395,Peter Kalm - Travels into North America 1748,"""Peter Kalm, Travels Into North America""",1748,,"Peter Kalm, Wilmington, New Castle County, Travel",
508,396,"Moreau de Saint-Mery - Voyage to the United States of America, 1793-1798","""Moreau de Saint-Mery - Voyage to the United States of America, 1793-1798""",1793-1798,,"Moreau de Saint-Mery, Franchtown, Glasgow, New Castle County, Travel",
509,397,"Daniel Blowe - A Geographical, Historical, Commercial and Agriculture View of the Unites States of America","""Views in the United States, State of Delaware""",1820,,"Daniel Blowe, Delaware, Travel, Agriculture, Industry, Commerce",
510,398,"W. Winterbotham - An Historical, Geographical, Commercial and Philosophical View of the Unites States","""W. Winterbotham - An Historical, Geographical, Commercial and Philosophical View of the Unites States""",1796,,"Winterbotham, Travel, Geography, Commerce",
511,399,Iron Hill,Notes,,,"Iron Hill, Newark",
512,399,Historical Sketch Delaware written by Francis A. Cooch in the Newark Post,Historical Sketch Delaware written by Francis A. Cooch in the Newark Post,,,"Delaware, Francis A. Cooch",
532,416,"Founding and Development of St. Andrew's School, Middletown, Delaware","""The Founding and Development of St. Andrew's School"" by Allan J. Henry",1934,,"St. Andrew's School, Education, Allan Henry",
533,417,Bank of Wilmington and Brandywine,List of Stockholders,c1811,,Bank of Wilmington and Brandywine,
534,418,Society of the Cincinnati,Article,,,"Society of Cincinnati, Military",
535,419,Delaware Heritage Commission,See Periodical Collection,,,,Moved to Periodicals Collection
536,420,"John Melish, Travels Through the U.S. in 1806-1811","""Travels Through the United States of America…"" by John Melish",1815,,"Travel, Delaware, John Melish",
537,421,Female Benevolent Society of Wilmington,History and pamplets,,,Female Benevolent Society of Wilmington,
538,422,Sports and Recreation (Fox Hunting),Letters and newspaper articles,,,"Sports, Recreation, Fox Hunting",
539,423,Plots,Plot of Delmar,1899,,"Delmar, Plot",
540,424,Woodside,History and letters,,,Woodside,
541,425,Some Delaware Anniversaries,"""Some Delaware Anniversaries"" by Dr. George Ryden",,,"Zwaanendael, William Penn, John Dickinson",
542,426,"United States Ship of War ""Delaware"" 1798",Miscellaneous newspaper articles and photographs,,,"U.S. Ship of War Delaware, Navy, Military",
543,426,Battleship - Delaware,"Newspaper articles, history and letters relating to the U.S.S. Delaware",,,"U.S. Ship of War Delaware, Navy, Military, U.S.S. Delaware, battleship",
544,428,Kalmar Nyckel,"""Kalmar Nyckel Project""",1991,,"Kalmar Nyckel, Christiana Heritage Park, Swedes",
545,429,"Quaker Hill Historic District, Wilmington","Pamphlets, history and letters",,,"Quaker Hill, Wilmington, Thomas Garrett",
546,430,"Fort Christiana - Wilmington, Delaware","Letters, newspaper articles, plan of Battery",,,"Fort Christiana, Wilmington, Swedes",
547,431,Delaware Colonial Customs,Speech read before the Colonial Dames concerning colonial Delaware history,1935,,"Colonial Dames, Colonial, Delaware",
548,432,Journals and Travels through Delaware,"""Journal of a Voyage to New York and a Tour in Several of the American Colonies in 1679-1680"" by Jaspar Dankers and Peter Sluyter",1867,,"Travel, Journal, Delaware, Jaspar Dankers, Peter Sluyter",
549,433,Continental Congress,List of correspondence,,,Continental Congress,
550,434,The Charles Thompson Bible,,,,Charles Thompson Bible,
551,435,Lobbyist,Miscellaneous newspaper articles,1980,,"Lobbyist, Politics",
552,436,Dover Fire Company,"Resolution for founding, list of those contributing money",,,"Dover Fire Company, Robbin's Hose Company",
553,437,Trees of Dover Green,Letter,,,"Dover Green, Trees",
554,438,Register of New Castle County Vital Records 1861-1862,Register of Births for New Castle County 1861-1862,1861-1862,,"Vital Records, Births, New Castle",Individuals indexed in Research Room card file
555,439,"Proclamation for Founders Day, March 29, 1938","Proclamation for Founders Day, March 29, 1938",1938,,"Founders Day Proclamation, Swedes, Peter Minuit, Sweden",
556,440,Warren Oak,History,,,"Warren Oak, Tree, Murderkill Neck",
557,441,Delaware Swedish Colonial Day,Proclamation and letters,,,"Delaware Swedish Colonial Day, Swedes, Sweden, Proclamation",
558,442,Thanksgiving,Proclamation of National holiday and notes,,,"Thanksgiving, Swedes, Sweden, Swedish, Proclamation",
559,442,"Proclamation of Thanksgiving, National 1939","Proclamation of Thanksgiving, National 1939",1939,,"Proclamation, Thanksgiving",
560,443,Index to Surveys of Kent County Land Grants,Index to Surveys of Kent County Land Grants,,,"Land Grants, Surveys, Warrants",
561,444,Delaware Bay,,1992,,"Delaware Bay, Bob Beck, Port Penn",
562,445,Cape Henlopen Lighthouse,"History, newspaper articles and pamphlets",,,"Cape Henlopen Lighthouse, Navigation",
563,446,Cape Henlopen,Letter explaining the origin of the name,1950,1,"Cape Henlopen, Place Names",
564,446,"U.S. Quarantine Station, Cape Henlopen",Letters,,2,"Cape Henlopen, U.S. Quarantine Station",
565,447,Delaware State Tax Stamp,Pamphlets,,,Delaware State Tax Stamp,
566,448,Delaware Trivia,Delaware Trivia,,,Delaware Trivia,
567,449,Syrians in Delaware,,1939,,Syrians,
568,450,"Counties, General",,,1,"Kent, Sussex, New Castle County",
569,450,Brief History of the Wilmington Conference,"""A Brief History of the Wilmington Conference"" by E. C. Hallman",,2,Wilmington Methodist Conference,
570,451,Hotel Richardson,"Advertisement, stationary",,,"Richardson Hotel, Dover",
571,453,"Delaware Gazette (December 19, 1787)/ Delaware Day",Newspaper article concerning the ratification of the Unites States Constitution,,,"Ratification, Delaware Day, U.S. Constitution",
572,454,Delaware Legends,Various stories and legends,,,"Folk Tales, Folklore, Legends, Ghost Stories, Patty Cannon, Cheney Clow",
573,455,French Gratitude Train/Merci Train,,,,"French Gratitude Train, Merci Train",
574,456,Delawareans In World War I,"Miscellaneous newspaper articles; ""Letters from the Front: Edward and Mary Hodgson in World War I.""  ""History of the 59th Pioneers, Delaware's Own Regiment,"" 2003.",,1,"World War I, WW I, Military",
575,456,Delawareans In World War I,"Newspaper articles, list of burials, pamphlets, ads, Memorial program",,2,"World War I, WW I, Military",
576,457,"""The State Sentinel"" - Delaware National Guard Souvenir Edition","Newspaper articles, pamphlets",,,"Delaware National Guard, Military",
577,458,"Delaware ""Firsts"":  Farmland Preservation","""Governor Honors 10,000 - Acres Mark For Farmland Preservation""",1993,1,"Farmland Preservation, Agriculture",
578,459,Agricultural Practices in Delaware,Article,,,"Agricultural Practices in Delaware, Agriculture",
579,460,Delaware Swedish Tercentenary,Miscellaneous pamphlets and brochures,1938,1,"Swedish Tercentenary, Sweden",See RG 1330 for additional information
580,460,Delaware Swedish Tercentenary,Scrapbook,1938,2,"Swedish Tercentenary, Sweden",See RG 1330 for additional information
581,461,Letter from Vining to Thomas Longcroft,Letter from Vining to Thomas Longcroft,1737,,"Vining, Thomas Longcroft",
582,462,Kent County Census of 1684,,1684,,"Kent County, Census",
583,463,"Old Dutch House, New Castle",History,,,"Dutch House, New Castle",
584,464,"Reuben James, U.S.S.","Newspaper articles, history, letters, list of enlisted personnel",,,"Reuben James, U.S.S., Stephen Decatur, Navy, War of 1812",
585,465,"Jacob Jones, U.S.S.",History and newspaper article,,,"Jacob Jones, U.S.S., Navy, War of 1812",
586,466,"Thomas McDonough, U.S.S.",History,,,"Thomas McDonough, U.S.S., War of 1812, Navy",
587,467,"Wilmington, U.S.S.","""Sketch of U.S.S. Wilmington""",,,"Wilmington, U.S.S., Navy",
588,468,"Wasp, U.S.S.",Article and letter,,,"Wasp, U.S.S., Navy",
589,469,Portraits,"""List of Portraits in the Historical Society of Delaware,"" and ""Catalog of Delaware Portraits Collected by the State Portrait Commission""",,,"Portraits, Historical Society of Delaware",
590,470,William Young's Paper Mill,Illustration by J. R. Smith of the William Young Paper Mill on the Brandywine,,,"William Young's Paper Mill, Brandywine, J. R. Smith",
591,471,Jean Kane Foulke DuPont Building,"Resolution ""Authorizing … the Family Court … to Name the Family Court Building in Honor of the Late Jean Kane Foulke DuPont""",1992,,"Family Court Building, Jean Kane Foulke DuPont",
592,472,History of Fort DuPont,"History, letters and notes",,1,"Fort DuPont, Military",
593,472,Fort duPont and Defenses of the Delaware,"History, pamphlet, article",,2,"Fort DuPont, Military",
594,472,Fort Delaware,"History, pamphlet, articles and map.  U. S. Senate report on securing title to Pea Patch Island, 1832.",,3,"Fort Delaware, Prison, Civil War, Military, Pea Patch Island",
595,472,Pea Patch and Reedy Islands,Correspondence,,4,"Pea Patch Island, Reedy Island, Fort Delaware, Military, Civil War",
596,472,Fort Delaware Society,"History, letters and pamphlets",,5,"Fort Delaware Society, Civil War, Pea Patch Island",
597,473,Roads - 1789,"""A Survey of the Roads of the United States of America""",1789,,"Roads, Survey, Transportation",
598,474,Wilmington Classical Institute,Letter,,,"Wilmington Classical School, Education",
600,475,Pirates,History,,,Pirates,
601,476,Warner Grant/ Cape Henlopen,History of the Warner Grant case,1977,,"Warner Grant Case, Cape Henlopen",
602,477,Reminiscences of Kent County,"Reminiscences of Kent County by Joseph Burchenal, 1912, and Mary Riggs Hinsley, 1979.","1912, 1979",,"Kent County, Joseph Burchenal, Dover, Mary Riggs Hinsley",
603,478,Fort Saulsbury,"Invitation to the Dedication Ceremony for the Fort Saulsbury Historical Marker; ""Fort Saulsbury"" by C.W. Warrington; Milford Historical Society News Letter article, ""Fort Saulsbury - Sussex County's Unique Memorial;",1991,,Fort Saulsbury Marker,
604,479,Governor Bacon Health Center,Historical data,,,"Governor Bacon Health Center, Fort DuPont",
605,480,Local Holidays in Lower Delaware,"Miscellaneous, includes ""Local Holidays in Lower Delaware"" by Mrs. J.P. Wright",1946,,"Holidays, Sussex County, Return Day, Elizabeth Wright",
606,481,Traugott Bromme's Hand and Travel Book for Emmigrants - Delaware Section,Traugott Bromme's Hand and Travel Book for Emmigrants - Delaware Section,1848,,"Traugott Bromme, Travel",
